,ID,name,club,age,league,height_cm,weight_kg,nationality,puntaje_global,potencia,ritmo,disparos,pases,amagues,defensa,fisico
4461,190870,J. Boye,Medicana Sivasspor,30,Turkish Süper Lig,185.0,72.0,Ghana,71,71,65,33,55,57,69,76
4462,199319,A. Elek,,28,,193.0,91.0,Hungary,71,71,64,65,64,62,68,82
4463,203159,T. Kister,SV Sandhausen,30,German 2. Bundesliga,193.0,93.0,Germany,71,71,59,29,44,39,70,77
4464,226711,N. Omladič,SpVgg Greuther Fürth,27,German 2. Bundesliga,180.0,72.0,Slovenia,71,71,75,56,71,75,46,61
4465,176023,Nano,UD Almería,32,Spanish Segunda División,182.0,73.0,Spain,71,71,78,60,72,68,67,72
4466,195479,J. Tavernier,Rangers,25,Scottish Premiership,182.0,75.0,England,71,74,83,62,65,69,66,73
4467,201368,K. McLean,Aberdeen,25,Scottish Premiership,183.0,70.0,Scotland,71,73,74,69,66,70,51,69
4468,203672,C. Galano,Bari,26,Italian Serie B,170.0,69.0,Italy,71,72,92,64,66,74,16,73
4469,212120,M. Heylen,SV Zulte-Waregem,23,Belgian First Division A,187.0,82.0,Belgium,71,76,54,37,56,47,70,72
4470,212632,W. Dutoit,KV Oostende,28,Belgian First Division A,182.0,78.0,France,71,73,72,67,66,73,46,69
4471,165784,D. Bottinelli,CD America de Cali,30,Colombian Primera A,167.0,67.0,Argentina,71,71,57,66,73,71,34,66
4472,178584,A. Pearce,Derby County,28,English Championship,188.0,85.0,Republic of Ireland,71,71,41,26,42,42,71,79
4473,199833,L. Unnerstall,VVV-Venlo,26,Holland Eredivisie,198.0,104.0,Germany,71,73,69,71,64,72,33,69
4474,203161,M. Franke,Norwich City,24,English Championship,193.0,90.0,Germany,71,76,50,31,45,46,71,76
4475,237209,M. Mitrović,Beşiktaş JK,23,Turkish Süper Lig,187.0,85.0,Croatia,71,77,53,50,54,59,69,77
4476,187033,S. Morrison,Cardiff City,26,English Championship,194.0,84.0,England,71,74,52,29,42,48,69,78
4477,188825,A. Kashi,Charlton Athletic,28,English League One,178.0,76.0,Algeria,71,71,59,37,60,57,68,78
4478,189849,M. El Kabir,Antalyaspor,28,Turkish Süper Lig,174.0,84.0,Morocco,71,71,71,70,63,71,27,75
4479,198810,B. Wright,Bristol City,24,English Championship,184.0,79.0,Australia,71,77,66,39,48,56,70,78
4480,228762,G. Troupée,FC Utrecht,19,Holland Eredivisie,175.0,65.0,Netherlands,71,81,79,49,63,73,66,71
4481,232090,G. Aburjania,Sevilla Atlético,22,Spanish Segunda División,185.0,78.0,Georgia,71,82,65,57,69,69,66,71
4482,190362,T. Pukki,Brøndby IF,27,Danish Superliga,180.0,79.0,Finland,71,72,80,68,51,72,24,66
4483,192922,O. Jiménez,Club América,28,Mexican Liga MX,182.0,80.0,Mexico,71,71,74,68,68,72,33,71
4484,226203,J. Jones,Seattle Sounders FC,25,USA Major League Soccer,180.0,73.0,Trinidad & Tobago,71,74,84,58,72,73,64,73
4485,235675,M. García,CA Osasuna,20,Spanish Segunda División,169.0,65.0,Argentina,71,83,72,67,65,77,24,42
4486,173467,V. Kavlak,Beşiktaş JK,28,Turkish Süper Lig,178.0,68.0,Austria,71,71,65,69,67,70,69,69
4487,180635,T. Elphick,Aston Villa,29,English Championship,187.0,86.0,England,71,71,40,37,51,56,71,74
4488,223388,A. Sukhov,FC Ufa,31,Russian Premier League,174.0,71.0,Russia,71,71,77,33,63,66,69,62
4489,235164,L. Mora,Ferrara (SPAL),29,Italian Serie A,183.0,79.0,Italy,71,71,64,64,72,68,59,65
4490,181404,L. Mabiala,Portland Timbers,29,USA Major League Soccer,189.0,80.0,DR Congo,71,71,38,42,53,51,70,71
4491,157597,N. Kranjčar,Rangers,32,Scottish Premiership,185.0,75.0,Croatia,71,71,57,67,77,72,37,57
4492,236189,Túlio Sandoiro,Botafogo de Futebol e Regatas,33,Campeonato Brasileiro Série A,186.0,82.0,Brazil,71,71,64,71,62,73,37,71
4493,51101,M. Domizzi,F.B.C. Unione Venezia,37,Italian Serie B,185.0,80.0,Italy,71,71,37,51,47,44,73,66
4494,164766,L. Wallace,Rangers,29,Scottish Premiership,185.0,75.0,Scotland,71,71,76,51,60,67,68,79
4495,52126,F. Balmont,Dijon FCO,37,French Ligue 1,168.0,72.0,France,71,71,47,64,71,69,71,69
4496,194718,A. Baby,Sporting Charleroi,28,Belgian First Division A,183.0,75.0,Senegal,71,71,86,62,64,70,61,75
4497,225951,D. Bouanga,FC Lorient,22,French Ligue 2,180.0,71.0,Gabon,71,80,77,71,66,73,22,63
4498,176031,Pereirinha,CF Os Belenenses,29,Portuguese Primeira Liga,174.0,67.0,Portugal,71,71,78,59,61,72,68,68
4499,199584,M. Kieftenbeld,Birmingham City,27,English Championship,179.0,78.0,Netherlands,71,72,69,66,66,67,68,76
4500,225440,C. Embalo,Palermo,22,Italian Serie B,175.0,74.0,Guinea Bissau,71,79,90,60,61,74,16,61
4501,230560,A. Issoko,Vitória Setúbal,25,Portuguese Primeira Liga,185.0,79.0,DR Congo,71,73,92,65,60,71,64,74
4502,205985,I. Kiese Thelin,Waasland-Beveren,25,Belgian First Division A,188.0,82.0,Sweden,71,74,55,67,62,65,30,78
4503,209569,H. Al Moqahwi,Al Ahli,29,Saudi Professional League,173.0,65.0,Saudi Arabia,71,71,60,65,71,72,63,70
4504,225441,K. Palmer,Huddersfield Town,20,English Premier League,175.0,68.0,England,71,81,76,66,67,74,47,61
4505,232097,A. Harit,FC Schalke 04,20,German Bundesliga,179.0,66.0,Morocco,71,83,75,56,70,81,33,39
4506,190113,M. Günok,İstanbul Başakşehir FK,28,Turkish Süper Lig,196.0,92.0,Turkey,71,72,70,69,68,72,56,71
4507,193185,S. Malone,Huddersfield Town,26,English Premier League,189.0,75.0,England,71,73,76,62,63,69,67,73
4508,193953,A. Camara,En Avant de Guingamp,27,French Ligue 1,178.0,71.0,Guinea,71,71,91,67,65,73,29,69
4509,232610,T. Asano,VfB Stuttgart,22,German Bundesliga,173.0,71.0,Japan,71,79,92,62,58,75,22,63
4510,182178,G. Berardi,Leeds United,28,English Championship,179.0,72.0,Switzerland,71,71,76,39,60,62,70,77
4511,204451,K. Günter,Galatasaray SK,22,Turkish Süper Lig,185.0,79.0,Turkey,71,78,66,31,56,58,71,71
4512,207523,S. Medojević,Eintracht Frankfurt,26,German Bundesliga,182.0,77.0,Serbia,71,74,66,47,63,65,71,74
4513,232099,M. Grujić,Liverpool,21,English Premier League,191.0,82.0,Serbia,71,85,67,68,67,67,69,77
4514,240035,N. Albiach,Sparta Praha,24,Czech Liga,187.0,84.0,Spain,71,77,78,65,64,79,21,69
4515,179875,D. N'Doye,Trabzonspor,32,Turkish Süper Lig,186.0,81.0,Senegal,71,71,74,70,58,69,39,77
4516,209828,Carlinhos,Standard de Liège,23,Belgian First Division A,180.0,75.0,Brazil,71,79,74,64,67,74,41,69
4517,214436,P. Díaz,San Lorenzo de Almagro,22,Argentinian Superliga,180.0,70.0,Chile,71,80,81,38,60,59,70,70
4518,152741,M. Williamson,Oxford United,33,English League One,194.0,92.0,England,71,71,38,36,53,43,72,73
4519,160165,E. Elgueta,CD Huachipato,33,Chilian Primera División,175.0,75.0,Chile,71,71,69,61,61,70,71,66
4520,237989,S. Hanca,,25,,182.0,76.0,Romania,71,74,77,61,68,71,62,64
4521,213414,W. Troost-Ekong,Bursaspor,23,Turkish Süper Lig,191.0,82.0,Nigeria,71,76,70,27,40,36,71,76
4522,219814,S. Klaiber,FC Utrecht,22,Holland Eredivisie,184.0,76.0,Netherlands,71,75,75,59,64,63,69,77
4523,224422,J. Boga,Birmingham City,20,English Championship,172.0,68.0,Ivory Coast,71,81,81,70,66,75,43,65
4524,50598,D. Bent,Derby County,33,English Championship,180.0,73.0,England,71,71,68,72,52,65,26,58
4525,201895,D. Fagundez,New England Revolution,22,USA Major League Soccer,173.0,57.0,Uruguay,71,76,80,68,64,76,41,58
4526,160167,R. Peradezes,CD Universidad de Concepción,33,Chilian Primera División,188.0,83.0,Chile,71,71,61,73,69,70,16,73
4527,162471,A. Keogh,Perth Glory,31,Australian A-League,183.0,73.0,Republic of Ireland,71,71,74,70,62,68,36,73
4528,138920,R. Vitiello,Ternana,34,Italian Serie B,176.0,72.0,Italy,71,71,66,47,53,56,72,61
4529,203177,D. Foulquier,RC Strasbourg,24,French Ligue 1,183.0,78.0,France,71,76,76,51,62,71,69,74
4530,140201,Y. Okubo,F.C. Tokyo,35,Japanese J1 League,170.0,73.0,Japan,71,71,48,73,62,71,21,58
4531,159913,A. Fuentoza,Everton de Viña del Mar,33,Chilian Primera División,178.0,69.0,Chile,71,71,78,55,66,63,65,61
4532,190633,H. Dalsgaard,Brentford,27,English Championship,192.0,81.0,Denmark,71,71,83,66,62,67,68,70
4533,202154,F. Bordagaray,Defensa y Justicia,30,Argentinian Superliga,178.0,75.0,Argentina,71,71,73,73,63,72,36,65
4534,206506,T. Dingomé,ES Troyes AC,26,French Ligue 1,174.0,69.0,France,71,73,68,61,69,72,69,70
4535,160170,W. Cestedo,CD Palestino,29,Chilian Primera División,191.0,87.0,Chile,71,71,71,70,74,69,35,72
4536,192938,Y. Ngbakoto,Queens Park Rangers,25,English Championship,174.0,72.0,DR Congo,71,73,77,70,66,73,23,63
4537,199339,M. Riemann,VfL Bochum,28,German 2. Bundesliga,186.0,83.0,Germany,71,72,70,71,73,73,49,66
4538,136363,Jung Jo Gook,Gangwon FC,33,Korean K League Classic,186.0,78.0,Korea Republic,71,71,66,71,58,62,25,69
4539,200108,N. Boilesen,FC København,25,Danish Superliga,186.0,73.0,Denmark,71,75,75,49,62,70,70,68
4540,218540,A. Oyongo,Montreal Impact,26,USA Major League Soccer,175.0,68.0,Cameroon,71,74,84,57,67,75,64,66
4541,160172,H. Salazores,Santiago Wanderers,29,Chilian Primera División,175.0,70.0,Chile,71,71,76,59,63,69,67,67
4542,188844,Marc Valiente,KAS Eupen,30,Belgian First Division A,184.0,71.0,Spain,71,71,52,33,59,51,72,69
4543,160173,G. Varelinto,CD O'Higgins,25,Chilian Primera División,176.0,74.0,Chile,71,71,78,42,54,59,69,81
4544,229037,Borja Valle,RC Deportivo de La Coruña,24,Spanish Primera División,177.0,72.0,Spain,71,74,76,67,64,74,38,54
4545,207790,K. Ayhan,Fortuna Düsseldorf,22,German 2. Bundesliga,184.0,84.0,Turkey,71,79,66,53,69,64,69,70
4546,229038,Christian Rivera,SD Eibar,19,Spanish Primera División,190.0,80.0,Spain,71,85,55,48,67,67,67,70
4547,230319,André Milazisco,Associação Atlética Ponte Preta,33,Campeonato Brasileiro Série A,188.0,85.0,Brazil,71,71,77,61,62,77,34,64
4548,201136,M. Colin,Birmingham City,25,English Championship,180.0,76.0,France,71,75,76,33,62,70,69,71
4549,202416,Martos,Sporting Charleroi,33,Belgian First Division A,181.0,73.0,Spain,71,71,62,34,61,62,74,65
4550,215216,A. Niz,Club Atlético Tigre,29,Argentinian Superliga,179.0,79.0,Argentina,71,71,65,43,46,45,72,69
4551,223920,A. Avlonitis,Panathinaikos FC,27,Greek Super League,191.0,83.0,Greece,71,71,60,39,46,45,73,73
4552,231600,Marc Navarro,RCD Espanyol,21,Spanish Primera División,188.0,79.0,Spain,71,80,68,56,67,63,70,68
4553,200113,F. Jozefzoon,Brentford,26,English Championship,175.0,72.0,Netherlands,71,72,91,60,62,75,33,61
4554,212401,S. Moreira,FC Lorient,22,French Ligue 2,178.0,72.0,France,71,78,70,31,67,65,70,65
4555,214193,D. Mosquera,Independiente Santa Fe,24,Colombian Primera A,182.0,72.0,Colombia,71,76,81,39,59,62,67,76
4556,179633,S. Rieks,IFK Göteborg,30,Swedish Allsvenskan,185.0,75.0,Denmark,71,71,75,70,66,73,32,60
4557,205234,A. Akaichi,Al Ittihad,28,Saudi Professional League,185.0,80.0,Tunisia,71,71,73,69,55,70,24,73
4558,142258,S. Bossut,SV Zulte-Waregem,31,Belgian First Division A,187.0,80.0,Belgium,71,71,70,71,65,71,45,72
4559,211378,J. Irvine,Hull City,24,English Championship,188.0,70.0,Australia,71,76,76,69,67,69,71,79
4560,216498,I. Mystakidis,PAOK Thessaloniki,22,Greek Super League,181.0,76.0,Greece,71,78,75,69,63,71,34,67
4561,223922,A. Bouchalakis,Nottingham Forest,24,English Championship,186.0,78.0,Greece,71,74,66,68,72,68,62,68
4562,229298,Leonardo,Al Ahli,25,Saudi Professional League,174.0,70.0,Brazil,71,74,78,68,68,75,29,60
4563,236466,C. Michelin,Toulouse FC,20,French Ligue 1,178.0,63.0,France,71,84,68,50,71,71,67,64
4564,171954,B. Kısa,Bursaspor,34,Turkish Süper Lig,180.0,70.0,Turkey,71,71,53,72,76,72,55,56
4565,203699,G. Courtet,FC Lorient,28,French Ligue 2,180.0,72.0,France,71,71,71,69,63,70,28,69
4566,221619,V. Cabrera,Montreal Impact,24,USA Major League Soccer,182.0,72.0,Argentina,71,74,71,38,53,63,71,70
4567,183475,S. Grytebust,Odense Boldklub,27,Danish Superliga,187.0,83.0,Norway,71,71,70,67,67,76,41,68
4568,183987,S. Celozzi,VfL Bochum,28,German 2. Bundesliga,171.0,74.0,Germany,71,71,75,44,65,69,67,65
4569,201908,A. Wisdom,Derby County,24,English Championship,186.0,78.0,England,71,75,73,30,57,60,74,75
4570,227508,Melero,SD Huesca,23,Spanish Segunda División,183.0,79.0,Spain,71,78,63,69,68,68,69,66
4571,199861,W. Sobota,FC St. Pauli,30,German 2. Bundesliga,175.0,63.0,Poland,71,71,89,63,62,74,37,53
4572,204213,I. Latovlevici,Galatasaray SK,31,Turkish Süper Lig,176.0,74.0,Romania,71,71,72,63,69,67,69,72
4573,208309,I. Cissé,Fulham,23,English Championship,181.0,84.0,Belgium,71,76,75,49,64,66,69,75
4574,240309,Y. Makarenko,KV Kortrijk,26,Belgian First Division A,186.0,77.0,Ukraine,71,74,74,56,68,67,68,68
4575,229558,D. Upamecano,RB Leipzig,18,German Bundesliga,185.0,83.0,France,71,86,79,32,53,57,69,71
4576,168630,M. Dabo,SM Caen,30,French Ligue 1,176.0,65.0,France,71,71,74,51,62,68,71,67
4577,204215,A. Reach,Sheffield Wednesday,24,English Championship,185.0,73.0,England,71,76,78,63,64,73,50,71
4578,215223,W. Benítez,OGC Nice,24,French Ligue 1,191.0,91.0,Argentina,71,78,71,69,65,74,47,70
4579,234935,João Talocha,Boavista FC,27,Portuguese Primeira Liga,180.0,75.0,Portugal,71,71,72,38,56,66,70,72
4580,186551,F. Navarro,Club León,28,Mexican Liga MX,165.0,62.0,Mexico,71,71,85,58,64,69,66,61
4581,198840,Abraham,Gimnàstic de Tarragona,31,Spanish Segunda División,175.0,71.0,Spain,71,71,72,52,67,71,67,75
4582,173752,C. Gunter,Reading,27,English Championship,180.0,71.0,Wales,71,71,76,48,60,63,67,73
4583,188600,M. Abeid,Dijon FCO,24,French Ligue 1,178.0,77.0,Algeria,71,74,66,69,68,73,62,72
4584,214201,C. Alzáte,Deportes Tolima,29,Colombian Primera A,163.0,63.0,Colombia,71,71,84,62,70,72,36,51
4585,224953,André Moreira,SC Braga,21,Portuguese Primeira Liga,194.0,84.0,Portugal,71,79,68,76,68,73,48,65
4586,165561,C. Villagra,Atlético Tucumán,31,Argentinian Superliga,177.0,73.0,Argentina,71,71,79,56,67,68,69,70
4587,191673,Kwon Soon Hyung,Jeju United FC,31,Korean K League Classic,176.0,71.0,Korea Republic,71,71,45,68,71,68,58,66
4588,198843,Aday Benítez,Girona CF,29,Spanish Primera División,179.0,75.0,Spain,71,71,75,50,65,76,61,62
4589,210363,L. Wílchez,Arsenal de Sarandí,33,Argentinian Superliga,173.0,65.0,Argentina,71,71,71,66,70,73,34,61
4590,219835,N. Camacho,,29,,175.0,73.0,Paraguay,71,71,74,70,68,71,41,49
4591,190907,Rhayner,Kawasaki Frontale,26,Japanese J1 League,172.0,65.0,Brazil,71,71,90,63,61,77,45,70
4592,193211,A. Ignjovski,SC Freiburg,26,German Bundesliga,175.0,71.0,Serbia,71,72,70,50,62,69,71,68
4593,212156,S. Rincón,Vitória Guimarães,23,Portuguese Primeira Liga,185.0,79.0,Colombia,71,78,84,69,59,70,27,73
4594,230332,Wiliam Santinho,Santos Futebol Clube,33,Campeonato Brasileiro Série A,195.0,91.0,Brazil,71,71,61,77,76,73,35,70
4595,231868,L. Ruíz,Boavista FC,21,Portuguese Primeira Liga,185.0,76.0,Colombia,71,81,64,71,57,71,21,63
4596,166844,K. Lafferty,Heart of Midlothian,29,Scottish Premiership,193.0,88.0,Northern Ireland,71,71,66,69,59,66,33,77
4597,178108,André Leão,FC Paços de Ferreira,32,Portuguese Primeira Liga,185.0,72.0,Portugal,71,71,52,56,64,60,69,74
4598,202429,D. da Costa,Eintracht Frankfurt,23,German Bundesliga,187.0,85.0,Germany,71,76,77,45,66,71,67,77
4599,206269,L. Jans,Waasland-Beveren,24,Belgian First Division A,178.0,73.0,Luxembourg,71,74,76,49,66,69,69,70
4600,220093,H. Hateboer,Atalanta,23,Italian Serie A,187.0,74.0,Netherlands,71,76,71,42,56,62,69,76
4601,221885,P. Seguin,SG Dynamo Dresden,22,German 2. Bundesliga,186.0,79.0,Germany,71,80,64,51,63,67,70,72
4602,229053,Z. Yıldırım,Antalyaspor,26,Turkish Süper Lig,180.0,75.0,Turkey,71,74,70,59,60,67,73,76
4603,126909,M. Yüce,Bursaspor,32,Turkish Süper Lig,192.0,84.0,Turkey,71,71,39,48,60,65,70,73
4604,220862,J. Hugill,Preston North End,25,English Championship,184.0,64.0,England,71,76,79,66,51,66,34,87
4605,223422,E. Loeschbor,Monarcas Morelia,30,Mexican Liga MX,180.0,76.0,Argentina,71,71,60,39,43,47,70,71
4606,189118,Thiago Cionek,Palermo,31,Italian Serie B,183.0,80.0,Poland,71,71,69,26,41,52,71,78
4607,199103,A. Domínguez,Colon de Santa Fe,30,Argentinian Superliga,193.0,76.0,Ecuador,71,71,70,70,68,68,30,70
4608,208063,Ju Se Jong,FC Seoul,26,Korean K League Classic,174.0,68.0,Korea Republic,71,73,66,61,75,66,58,72
4609,207553,M. Rohdén,Crotone,26,Italian Serie A,182.0,76.0,Sweden,71,71,75,67,66,70,58,79
4610,210625,K. Mbabu,BSC Young Boys,22,Swiss Super League,184.0,80.0,Switzerland,71,82,91,31,61,63,67,77
4611,158657,T. Kessler,1. FC Köln,31,German Bundesliga,197.0,92.0,Germany,71,71,72,69,67,71,47,70
4612,182209,M. Beevers,Bolton Wanderers,27,English Championship,193.0,80.0,England,71,71,51,38,46,45,70,78
4613,186817,R. Halliche,Estoril Praia,30,Portuguese Primeira Liga,187.0,77.0,Algeria,71,71,60,41,53,51,71,72
4614,216258,I. Bebou,Hannover 96,23,German Bundesliga,183.0,77.0,Togo,71,77,88,62,61,74,34,60
4615,203971,C. Tainmont,Sporting Charleroi,31,Belgian First Division A,185.0,72.0,France,71,71,66,68,71,69,45,70
4616,204227,Z. Gano,KV Oostende,23,Belgian First Division A,198.0,93.0,Belgium,71,75,66,69,55,63,29,76
4617,212419,T. Mings,Bournemouth,24,English Premier League,196.0,77.0,England,71,78,74,36,61,66,69,77
4618,18115,Rúben Fernandes,Portimonense SC,31,Portuguese Primeira Liga,185.0,78.0,Portugal,71,71,63,48,56,55,71,72
4619,192451,G. Carey,Plymouth Argyle,28,English League One,175.0,71.0,Republic of Ireland,71,71,81,70,69,70,57,73
4620,213445,E. López,Guadalajara,22,Mexican Liga MX,167.0,66.0,Mexico,71,77,77,66,66,77,27,48
4621,160197,E. Perozca,CD Antofagasta,33,Chilian Primera División,181.0,70.0,Chile,71,71,72,42,68,70,65,62
4622,161733,J. Rivas,Tiburones Rojos de Veracruz,32,Mexican Liga MX,189.0,93.0,Mexico,71,71,43,48,52,44,70,76
4623,234949,João Amaral,Vitória Setúbal,25,Portuguese Primeira Liga,172.0,65.0,Portugal,71,72,82,68,63,75,29,54
4624,178117,A. Rosi,Genoa,30,Italian Serie A,184.0,80.0,Italy,71,71,77,57,65,68,65,75
4625,139974,H. Ghaly,Al Nassr,35,Saudi Professional League,183.0,78.0,Egypt,71,71,71,65,70,72,60,77
4626,213446,R. López,Pachuca,24,Mexican Liga MX,185.0,74.0,Mexico,71,76,77,64,72,69,66,68
4627,156358,M. Muñoz,Puebla,37,Mexican Liga MX,185.0,84.0,Mexico,71,71,71,70,66,68,33,72
4628,230342,Edsinho Torres,Cruzeiro,33,Campeonato Brasileiro Série A,178.0,77.0,Brazil,71,71,70,54,60,60,69,70
4629,187590,Z. Sadaev,Terek Grozny,27,Russian Premier League,182.0,78.0,Russia,71,72,74,69,58,73,31,73
4630,160199,F. Padrenda,CD Huachipato,33,Chilian Primera División,187.0,76.0,Chile,71,71,74,64,70,74,64,76
4631,231111,A. Hack,1. FSV Mainz 05,23,German Bundesliga,193.0,88.0,Germany,71,80,72,32,62,60,70,72
4632,171975,G. Bergessio,Vélez Sarsfield,32,Argentinian Superliga,179.0,74.0,Argentina,71,71,65,69,61,66,31,75
4633,193223,Marcelo Sarvas,D.C. United,35,USA Major League Soccer,178.0,70.0,Brazil,71,71,70,61,64,72,69,74
4634,212424,W. Trapp,Columbus Crew SC,24,USA Major League Soccer,173.0,68.0,United States,71,74,47,52,66,66,63,64
4635,160200,J. Jernal,CD Universidad de Concepción,25,Chilian Primera División,180.0,75.0,Chile,71,71,86,56,59,71,64,70
4636,198857,S. Romagnoli,Empoli,27,Italian Serie B,193.0,85.0,Italy,71,72,55,28,36,48,73,78
4637,201417,M. Doherty,Wolverhampton Wanderers,25,English Championship,183.0,89.0,Republic of Ireland,71,74,76,59,66,70,67,78
4638,202697,J. Stephens,Southampton,23,English Premier League,185.0,75.0,England,71,79,61,41,55,62,72,69
4639,184777,E. Herrera,Rangers,28,Scottish Premiership,187.0,86.0,Mexico,71,71,51,71,62,60,37,81
4640,200138,M. Hector,Hull City,24,English Championship,193.0,82.0,Jamaica,71,77,68,47,50,54,69,79
4641,138698,A. Abdi,Sheffield Wednesday,30,English Championship,180.0,75.0,Switzerland,71,71,64,66,73,72,55,62
4642,227530,D. Lemos,Club Atlético Patronato,28,Argentinian Superliga,178.0,82.0,Argentina,71,71,67,40,60,62,72,78
4643,200395,M. Silva,Real Salt Lake,28,USA Major League Soccer,185.0,83.0,Uruguay,71,72,49,35,48,51,70,78
4644,203211,Nenê Bonilha,Vitória Setúbal,25,Portuguese Primeira Liga,175.0,69.0,Brazil,71,74,73,61,70,75,55,58
4645,211147,V. Lazaro,Hertha BSC Berlin,21,German Bundesliga,178.0,75.0,Austria,71,80,89,69,67,76,55,68
4646,190667,M. Terrazzino,SC Freiburg,26,German Bundesliga,176.0,74.0,Germany,71,72,75,64,69,74,33,60
4647,210380,D. Diamantakos,VfL Bochum,24,German 2. Bundesliga,182.0,81.0,Greece,71,75,76,71,58,70,25,72
4648,217036,Álex Moreno,Rayo Vallecano,24,Spanish Segunda División,179.0,68.0,Spain,71,77,75,60,67,73,67,56
4649,235212,A. Hakimi,Real Madrid CF,18,Spanish Primera División,179.0,68.0,Morocco,71,81,77,59,64,72,66,70
4650,209613,P. Iemmello,Benevento Calcio,25,Italian Serie A,179.0,74.0,Italy,71,74,84,68,58,69,22,63
4651,214733,M. Cerato,Club León,29,Mexican Liga MX,171.0,68.0,Argentina,71,71,91,60,62,73,22,56
4652,224461,W. Montoya,Sevilla FC,23,Spanish Primera División,175.0,73.0,Argentina,71,77,80,60,66,75,38,60
4653,160205,M. Hostados,Colo-Colo,33,Chilian Primera División,181.0,76.0,Chile,71,71,52,70,74,69,32,67
4654,239053,F. Valverde,RC Deportivo de La Coruña,18,Spanish Primera División,181.0,74.0,Uruguay,71,85,67,67,67,67,55,56
4655,188621,A. Meijers,ADO Den Haag,29,Holland Eredivisie,176.0,77.0,Netherlands,71,71,75,54,68,72,67,71
4656,197838,Juninho,Chicago Fire Soccer Club,28,USA Major League Soccer,171.0,67.0,Brazil,71,71,69,67,71,71,64,65
4657,198350,D. Bentley,Brentford,23,English Championship,188.0,72.0,England,71,77,73,68,64,74,44,72
4658,215502,B. Drągowski,Fiorentina,19,Italian Serie A,188.0,74.0,Poland,71,86,68,68,70,74,44,71
4659,227790,Jeong Seung Hyun,Sagan Tosu,23,Japanese J1 League,188.0,89.0,Korea Republic,71,77,43,24,46,36,72,76
4660,219087,S. Vegas,Monarcas Morelia,20,Mexican Liga MX,182.0,80.0,Chile,71,77,74,39,52,61,68,76
4661,164559,C. Wondolowski,San Jose Earthquakes,34,USA Major League Soccer,183.0,75.0,United States,71,71,53,73,59,69,49,69
4662,181455,A. Cissokho,Evkur Yeni Malatyaspor,29,Turkish Süper Lig,181.0,75.0,France,71,71,75,59,61,62,73,75
4663,189135,N. Calderón,U.N.A.M.,28,Mexican Liga MX,172.0,70.0,Mexico,71,71,75,70,70,73,57,62
4664,201936,Kim Jin Hyeon,Cerezo Osaka,29,Japanese J1 League,192.0,82.0,Korea Republic,71,71,71,70,67,70,59,70
4665,203216,Héctor,Deportivo Alavés,26,Spanish Primera División,173.0,71.0,Spain,71,74,79,45,61,73,68,68
4666,138704,I. Cissokho,Amiens SC Football,32,French Ligue 1,173.0,73.0,Senegal,71,71,70,55,66,70,67,71
4667,205008,Adryan,FC Sion,22,Swiss Super League,175.0,70.0,Brazil,71,77,76,63,69,76,29,55
4668,212432,Jo Hyeon Woo,Daegu FC,25,Korean K League Classic,189.0,73.0,Korea Republic,71,74,72,73,59,68,50,71
4669,157392,B. Assou-Ekotto,FC Metz,33,French Ligue 1,178.0,70.0,Cameroon,71,71,69,55,72,71,69,71
4670,140497,R. Wallace,Sheffield Wednesday,32,English Championship,167.0,64.0,Scotland,71,71,75,65,71,71,45,53
4671,214993,P. Alvarado,Defensa y Justicia,31,Argentinian Superliga,182.0,81.0,Argentina,71,71,58,35,49,59,72,72
4672,175313,E. Fejzullahu,Kalmar FF,29,Swedish Allsvenskan,180.0,80.0,Kosovo,71,71,72,69,63,68,36,73
4673,216530,P. Velázquez,Necaxa,30,Mexican Liga MX,190.0,85.0,Paraguay,71,71,64,70,51,67,29,78
4674,216531,Paulinho,SC Braga,24,Portuguese Primeira Liga,187.0,81.0,Portugal,71,75,60,72,49,64,29,68
4675,159955,P. Freitas Conceição,Santiago Wanderers,29,Chilian Primera División,172.0,76.0,Chile,71,71,66,55,59,65,70,70
4676,226515,Andrei Girotto,FC Nantes,25,French Ligue 1,186.0,77.0,Brazil,71,75,67,62,64,67,73,65
4677,234195,D. Warmerdam,FC Groningen,21,Holland Eredivisie,180.0,73.0,Netherlands,71,79,71,63,69,73,66,74
4678,187859,B. Saré,CF Os Belenenses,27,Portuguese Primeira Liga,185.0,77.0,Burkina Faso,71,73,72,61,56,63,72,80
4679,191443,F. Mancinelli,Club Atlético Huracán,35,Argentinian Superliga,181.0,80.0,Argentina,71,71,48,43,50,60,71,75
4680,192467,F. Bećiraj,Dinamo Moscow,29,Russian Premier League,188.0,82.0,Montenegro,71,71,77,71,54,69,27,76
4681,229332,Campillo,CD Lugo,26,Spanish Segunda División,176.0,70.0,Spain,71,74,64,72,70,69,57,64
4682,172756,T. Jodłowiec,Legia Warszawa,31,Polish Ekstraklasa,189.0,91.0,Poland,71,71,54,50,64,60,69,84
4683,160213,J. Canderio,CD Huachipato,25,Chilian Primera División,175.0,70.0,Chile,71,71,67,66,65,69,56,54
4684,181205,A. Hloušek,Legia Warszawa,28,Polish Ekstraklasa,187.0,76.0,Czech Republic,71,71,72,59,67,66,68,78
4685,125397,H. Arıkan,Osmanlıspor,34,Turkish Süper Lig,192.0,93.0,Turkey,71,71,74,63,62,76,44,73
4686,213718,B. Acosta,SK Brann,30,Norwegian Eliteserien,182.0,92.0,Costa Rica,71,71,58,45,44,52,69,83
